id,commit_id,file_id,author_name,commit_day,commit_hour,cumulative_change_count,cumulative_bug_count,change_log_length,changed_LOC,sloc,bug_introducing,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineCode,CountDeclClass,CountDeclFunction,CountDeclInstanceMethod,CountDeclMethod,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceVariable,CountDeclMethodPrivate,MaxNesting,AvgLineBlank,AvgLineComment,CountDeclMethodDefault,CountDeclMethodProtected,Delta_AvgCyclomatic,Delta_AvgCyclomaticModified,Delta_AvgCyclomaticStrict,Delta_AvgEssential,Delta_AvgLine,Delta_AvgLineCode,Delta_CountDeclClass,Delta_CountDeclFunction,Delta_CountDeclInstanceMethod,Delta_CountDeclMethod,Delta_CountDeclMethodPublic,Delta_CountLine,Delta_CountLineBlank,Delta_CountLineCode,Delta_CountLineCodeDecl,Delta_CountLineCodeExe,Delta_CountLineComment,Delta_CountSemicolon,Delta_CountStmt,Delta_CountStmtDecl,Delta_CountStmtExe,Delta_MaxCyclomatic,Delta_MaxCyclomaticModified,Delta_MaxCyclomaticStrict,Delta_RatioCommentToCode,Delta_SumCyclomatic,Delta_SumCyclomaticModified,Delta_SumCyclomaticStrict,Delta_SumEssential,Delta_CountDeclClassMethod,Delta_CountDeclClassVariable,Delta_CountDeclInstanceVariable,Delta_CountDeclMethodPrivate,Delta_MaxNesting,Delta_AvgLineBlank,Delta_AvgLineComment,Delta_CountDeclMethodDefault,Delta_CountDeclMethodProtected
11,860,1245,kirktrue, Friday,12,1,0,44,119,119,1,3,3,3,2,16,12,1,5,5,5,5,119,29,75,20,43,15,34,57,20,37,11,11,11,0.2,17,17,17,10,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,860,1246,kirktrue, Friday,12,1,0,44,40,40,0,1,1,1,1,4,4,1,3,3,3,3,40,8,17,7,6,15,7,11,6,5,1,1,1,0.88,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,860,1247,kirktrue, Friday,12,1,0,44,43,43,1,1,1,1,1,1,1,1,8,8,8,8,43,13,15,14,0,15,13,14,14,0,1,1,1,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,860,1248,kirktrue, Friday,12,1,0,44,93,93,1,1,1,1,1,3,3,1,11,11,11,11,93,18,51,24,17,24,26,38,23,15,2,2,2,0.47,12,12,13,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,860,160,kirktrue, Friday,12,24,7,44,14,818,0,1,1,1,1,4,4,1,123,121,123,121,818,173,576,213,247,69,284,423,211,212,9,9,10,0.12,138,138,139,123,2,4,59,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,860,188,kirktrue, Friday,12,23,7,44,8,334,0,3,3,3,1,20,17,1,11,11,11,6,334,34,254,102,151,46,142,184,94,90,11,11,11,0.18,35,35,35,11,0,1,8,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,860,237,kirktrue, Friday,12,33,12,44,60,883,1,5,5,5,2,30,26,8,25,25,25,16,883,87,675,201,468,121,343,487,197,290,33,33,34,0.18,135,133,138,55,0,1,22,8,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,861,116,kirktrue, Monday,15,19,5,92,7,297,1,2,2,2,1,11,10,1,16,16,16,7,297,41,230,104,128,26,126,165,96,69,9,9,10,0.11,38,38,41,19,0,5,9,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-3,0,-3,-1,-3,0,-2,-2,-1,-1,0,0,0,-0.000000000596046,0,0,0,0,0,0,0,0,0,0,0,0,0
19,861,1244,kirktrue, Monday,15,2,0,92,10,99,1,1,1,1,1,5,4,1,8,8,8,6,99,25,59,30,21,15,31,46,29,17,3,3,3,0.25,11,11,11,8,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,861,1245,kirktrue, Monday,15,2,0,92,2,119,1,3,3,3,2,16,12,1,5,5,5,5,119,29,75,20,43,15,34,57,20,37,11,11,11,0.2,17,17,17,10,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000298023,0,0,0,0,0,0,0,0,0,0,0,0,0
21,861,1246,kirktrue, Monday,15,2,0,92,7,39,1,1,1,1,1,4,4,1,3,3,3,3,39,8,16,6,6,15,7,11,6,5,1,1,1,0.94,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
22,861,1247,kirktrue, Monday,15,2,0,92,4,43,1,1,1,1,1,1,1,1,8,8,8,8,43,13,15,14,0,15,13,14,14,0,1,1,1,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,861,1250,kirktrue, Monday,15,1,0,92,45,45,1,1,1,1,1,5,5,1,3,0,3,3,45,8,22,13,8,15,11,15,11,4,1,1,1,0.68,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,861,188,kirktrue, Monday,15,24,7,92,6,332,0,3,3,3,1,19,17,1,11,11,11,6,332,34,252,101,148,46,141,183,94,89,11,11,11,0.18,35,35,35,11,0,1,8,3,2,1,1,0,2,0,0,0,0,-1,0,0,0,0,0,0,-2,0,-2,-1,-3,0,-1,-1,0,-1,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
25,862,98,kirktrue, Monday,15,13,3,141,3,250,0,9,9,10,3,37,36,1,5,0,5,1,250,15,209,54,157,26,128,176,58,118,22,22,24,0.12,48,48,50,16,5,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,-0.00000000268221,0,0,0,0,0,0,0,0,0,0,0,0,0
26,862,116,kirktrue, Monday,15,20,5,141,8,297,0,2,2,2,1,11,10,1,16,16,16,7,297,41,230,104,128,26,126,165,96,69,9,9,10,0.11,38,38,41,19,0,5,9,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000000000596046,0,0,0,0,0,0,0,0,0,0,0,0,0
27,862,120,kirktrue, Monday,15,7,1,141,8,106,1,1,1,1,1,5,5,1,8,8,8,7,106,15,67,41,22,24,37,48,33,15,3,3,3,0.36,10,10,11,8,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,862,124,kirktrue, Monday,15,6,1,141,10,91,0,1,1,1,1,1,1,1,5,5,5,4,90,10,12,12,0,68,10,11,11,0,1,1,1,5.67,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,862,1250,kirktrue, Monday,15,2,0,141,2,45,1,1,1,1,1,5,5,1,3,0,3,2,45,8,22,13,8,15,11,15,11,4,1,1,1,0.68,3,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,1,0,0,0,0,0
30,862,161,kirktrue, Monday,15,19,4,141,9,240,1,2,2,2,1,11,11,2,13,12,13,10,240,29,178,62,111,33,92,124,62,62,5,5,5,0.19,28,28,28,15,1,2,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,862,188,kirktrue, Monday,15,25,7,141,8,332,0,3,3,3,1,19,17,1,11,11,11,6,332,33,253,101,148,46,141,183,93,90,11,11,11,0.18,35,35,35,11,0,1,9,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0.00000000715256,0,0,0,0,0,0,1,0,0,0,0,0,0
32,863,631,kirktrue, Monday,17,10,3,46,3,392,0,1,1,1,1,5,4,1,36,36,36,36,392,58,214,84,128,120,117,174,83,91,16,16,16,0.56,56,56,56,36,0,15,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.00000000238419,0,0,0,0,0,0,0,0,0,0,0,0,0
33,863,131,kirktrue, Monday,17,4,1,46,93,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,863,1245,kirktrue, Monday,17,3,1,46,10,121,0,3,3,3,2,16,13,1,5,5,5,5,121,28,78,20,46,15,35,59,20,39,14,14,14,0.19,19,19,19,10,0,0,1,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-1,3,0,3,0,1,2,0,2,3,3,3,-0.01,2,2,2,0,0,0,0,0,0,0,0,0,0
35,863,1246,kirktrue, Monday,17,3,1,46,9,44,0,1,1,1,1,5,4,1,3,3,3,3,44,10,19,7,8,15,8,14,7,7,3,3,3,0.79,5,5,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,3,1,2,0,1,3,1,2,2,2,2,-0.15,2,2,2,0,0,0,0,0,1,0,0,0,0
36,658,211,Bhupesh Bansal, Tuesday,17,10,3,59,25,252,0,2,2,2,1,10,9,2,16,16,16,14,252,31,189,71,100,32,91,142,73,69,10,10,10,0.17,44,44,47,23,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,658,224,Bhupesh Bansal, Tuesday,17,12,3,59,208,269,1,2,2,2,1,7,7,2,19,18,19,18,269,37,187,81,103,45,95,139,77,62,5,5,6,0.24,40,40,44,24,1,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,658,1147,Bhupesh Bansal, Tuesday,17,1,1,59,71,71,1,1,1,1,1,6,6,1,4,4,4,4,70,9,32,12,15,29,15,22,10,12,2,2,2,0.91,6,6,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,864,116,kirktrue, Wednesday,16,21,5,97,7,300,0,2,2,2,1,10,9,1,17,17,17,7,300,42,232,105,129,26,128,167,97,70,9,9,10,0.11,39,39,42,20,0,5,10,4,3,0,0,0,6,0,0,0,0,-1,-1,0,1,1,1,0,3,1,2,1,1,0,2,2,1,1,0,0,0,-0.000000000596046,1,1,1,1,0,0,1,0,0,0,0,0,1
40,864,119,kirktrue, Wednesday,16,9,2,97,19,133,0,1,1,1,1,9,9,2,7,7,7,2,133,17,93,46,45,23,52,61,39,22,2,2,2,0.25,8,8,8,7,0,2,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,864,120,kirktrue, Wednesday,16,8,1,97,4,106,0,1,1,1,1,5,5,1,8,8,8,7,106,15,67,41,22,24,37,48,33,15,3,3,3,0.36,10,10,11,8,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000143051,0,0,0,0,0,0,0,0,0,0,0,0,0
42,864,122,kirktrue, Wednesday,16,13,3,97,19,108,0,1,1,1,1,7,7,2,7,7,7,2,108,15,69,33,29,24,30,39,27,12,2,2,2,0.35,8,8,8,7,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,864,1244,kirktrue, Wednesday,16,3,0,97,25,80,0,1,1,1,1,8,7,1,4,4,4,2,80,20,45,23,18,15,25,36,22,14,3,3,3,0.33,7,7,7,4,0,0,3,0,2,1,0,0,2,0,0,0,0,3,3,0,-4,-4,-4,-4,-19,-5,-14,-7,-3,0,-6,-10,-7,-3,0,0,0,0.08,-4,-4,-4,-4,0,0,-1,0,0,1,0,0,0
44,864,1245,kirktrue, Wednesday,16,4,1,97,14,115,0,3,3,3,1,15,12,1,5,5,5,5,115,26,74,20,43,15,34,56,20,36,12,12,12,0.2,17,17,17,9,0,0,1,0,4,2,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-6,-2,-4,0,-3,0,-1,-3,0,-3,-2,-2,-2,0.01,-2,-2,-2,-1,0,0,0,0,0,-1,0,0,0
45,864,1246,kirktrue, Wednesday,16,4,1,97,9,49,0,1,1,1,1,5,4,1,4,4,4,4,49,11,23,8,10,15,9,16,8,8,3,3,3,0.65,6,6,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,4,1,2,0,1,2,1,1,0,0,0,-0.14,1,1,1,1,0,0,0,0,0,0,0,0,0
46,864,1251,kirktrue, Wednesday,16,1,0,97,62,62,0,1,1,1,1,4,4,1,5,5,5,5,62,14,33,18,9,15,18,24,15,9,1,1,1,0.45,5,5,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,864,1252,kirktrue, Wednesday,16,1,0,97,64,64,0,1,1,1,1,4,4,1,5,5,5,3,64,15,34,18,10,15,19,26,17,9,2,2,2,0.44,6,6,6,5,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,864,1247,kirktrue, Wednesday,16,3,0,97,12,31,0,1,1,1,1,1,1,1,4,4,4,4,31,8,8,7,0,15,6,7,7,0,1,1,1,1.88,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4,-12,-5,-7,-7,0,0,-7,-7,-7,0,0,0,0,0.88,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0
49,864,1253,kirktrue, Wednesday,16,1,0,97,18,31,1,1,1,1,1,1,1,1,3,3,3,3,31,7,9,8,0,15,7,8,8,0,1,1,1,1.67,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,864,1250,kirktrue, Wednesday,16,3,0,97,21,30,0,1,1,1,1,6,6,1,1,0,1,1,30,5,10,7,4,15,5,7,6,1,1,1,1,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2,0,-2,-1,-15,-3,-12,-6,-4,0,-6,-8,-5,-3,0,0,0,0.82,-2,-2,-2,-2,-2,0,0,-1,0,0,0,0,0
51,864,1254,kirktrue, Wednesday,16,1,0,97,71,71,0,1,1,1,1,7,6,1,4,4,4,4,71,16,40,19,15,15,22,30,18,12,3,3,3,0.38,6,6,6,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,864,161,kirktrue, Wednesday,16,20,4,97,4,242,0,2,2,2,1,12,11,2,13,12,13,10,242,29,180,64,112,33,93,125,63,62,5,5,5,0.18,28,28,28,15,1,2,5,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1,0,1,1,1,0,0,0,0,-0.00999999,0,0,0,0,0,0,0,0,0,0,0,0,0
53,864,237,kirktrue, Wednesday,16,34,12,97,2,881,0,5,5,5,2,30,26,8,25,25,25,16,881,86,674,201,467,121,342,486,197,289,33,33,34,0.18,135,133,138,55,0,1,22,8,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,0,-1,0,-1,-1,0,-1,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
54,865,120,kirktrue, Wednesday,17,9,1,70,2,106,0,1,1,1,1,5,5,1,8,8,8,7,106,15,67,41,22,24,37,48,33,15,3,3,3,0.36,10,10,11,8,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000143051,0,0,0,0,0,0,0,0,0,0,0,0,0
55,865,1251,kirktrue, Wednesday,17,2,0,70,9,53,0,1,1,1,1,4,4,1,4,4,4,4,53,12,26,15,6,15,14,19,13,6,1,1,1,0.58,4,4,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-9,-2,-7,-3,-3,0,-4,-5,-2,-3,0,0,0,0.13,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
56,865,1250,kirktrue, Wednesday,17,4,0,70,31,61,0,1,1,1,1,6,6,1,4,0,4,4,61,10,36,25,14,15,17,22,18,4,1,1,1,0.42,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,31,5,26,18,10,0,12,15,12,3,0,0,0,-1.08,3,3,3,3,3,0,0,0,0,0,0,0,0
57,865,1255,kirktrue, Wednesday,17,1,0,70,3,35,0,1,1,1,1,2,2,1,4,4,4,4,35,8,12,7,2,15,4,9,7,2,1,1,1,1.25,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,865,161,kirktrue, Wednesday,17,21,4,70,5,241,0,2,2,2,1,12,11,2,13,12,13,10,241,29,179,63,112,33,92,124,62,62,5,5,5,0.18,28,28,28,15,1,2,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0.00000000715256,0,0,0,0,0,0,0,0,0,0,0,0,0
59,867,98,kirktrue, Thursday,23,14,3,44,10,250,1,9,9,10,3,37,36,1,5,0,5,1,250,15,209,54,157,26,128,176,58,118,22,22,24,0.12,48,48,50,16,5,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000000268221,0,0,0,0,0,0,0,0,0,0,0,0,0
60,867,116,kirktrue, Thursday,23,22,5,44,14,300,1,2,2,2,1,10,9,1,17,17,17,7,300,42,232,105,129,26,128,167,97,70,9,9,10,0.11,39,39,42,20,0,5,10,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000000000596046,0,0,0,0,0,0,0,0,0,0,0,0,0
61,867,631,kirktrue, Thursday,23,11,3,44,14,392,1,1,1,1,1,5,4,1,36,36,36,36,392,58,214,84,128,120,117,174,83,91,16,16,16,0.56,56,56,56,36,0,15,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000238419,0,0,0,0,0,0,0,0,0,0,0,0,0
62,867,119,kirktrue, Thursday,23,10,2,44,10,133,0,1,1,1,1,9,9,2,7,7,7,2,133,17,93,46,45,23,52,61,39,22,2,2,2,0.25,8,8,8,7,0,2,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,867,120,kirktrue, Thursday,23,10,1,44,12,106,0,1,1,1,1,5,5,1,8,8,8,7,106,15,67,41,22,24,37,48,33,15,3,3,3,0.36,10,10,11,8,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000000143051,0,0,0,0,0,0,0,0,0,0,0,0,0
